children,gender,age
0,female,1
0,female,2
0,female,3
0,female,4
0,female,5
0,female,6
0,female,7
0,female,8
0,female,9
0,female,10
0,female,11
0,female,12
0,female,13
0,female,14
0.007380993908618267,female,15
0.014761130708794687,female,16
0.022181390259034827,female,17
0.029680838601778538,female,18
0.037219433853429816,female,19
0.06924825329329835,female,20
0.10126148541597567,female,21
0.13370880484826692,female,22
0.16678797595828712,female,23
0.20038301646495177,female,24
0.27773565277847234,female,25
0.35557662170326276,female,26
0.4338565553096691,female,27
0.513532400733554,female,28
0.5942521332885436,female,29
0.7028812755621417,female,30
0.8127907587528186,female,31
0.9228808958307033,female,32
1.0219118939293177,female,33
1.1216062465269196,female,34
1.1786738170730695,female,35
1.23639627277809,female,36
1.2924285810898264,female,37
1.3065160962532174,female,38
1.3162076652019852,female,39
1.2745195134827851,female,40
1.2304442843589853,female,41
1.1853592338181864,female,42
1.1027252273123662,female,43
1.0174037797743973,female,44
0.9194374879756779,female,45
0.8194969744850555,female,46
0.717173657670678,female,47
0.6189051302063173,female,48
0.5220777018741157,female,49
0.42548284067490466,female,50
0.32972091483690386,female,51
0.23608680458957695,female,52
0.19147442964336836,female,53
0.1496241561509218,female,54
0.11011696572305127,female,55
0.07129684085113479,female,56
0.033952768791332265,female,57
0.026389232708206,female,58
0.0194196968896453,female,59
0.012965460325036437,female,60
0.0069271653086282305,female,61
0.001257433862573844,female,62
9.629007234351072e-4,female,63
6.922960449377834e-4,female,64
4.4386527279219323e-4,female,65
2.1367687019826224e-4,female,66
0,female,67
0,female,68
0,female,69
0,female,70
0,female,71
0,female,72
0,female,73
0,female,74
0,female,75
0,female,76
0,female,77
0,female,78
0,female,79
0,female,80
0,female,81
0,female,82
0,female,83
0,female,84
0,female,85
0,female,86
0,female,87
0,female,88
0,female,89
0,female,90
0,female,91
0,female,92
0,female,93
0,female,94
0,female,95
0,female,96
0,female,97
0,female,98
0,female,99
0,female,100
0,male,1
0,male,2
0,male,3
0,male,4
0,male,5
0,male,6
0,male,7
0,male,8
0,male,9
0,male,10
0,male,11
0,male,12
0,male,13
0,male,14
0.0010278580682249138,male,15
0.0020555967777512287,male,16
0.003083188648352932,male,17
0.004110633238693625,male,18
0.005137941370530962,male,19
0.01910753519806015,male,20
0.033048980064697954,male,21
0.047087560428970804,male,22
0.061147423041482823,male,23
0.07520558292265449,male,24
0.1256705474052263,male,25
0.17627846468611247,male,26
0.22736219718495482,male,27
0.2786799955432418,male,28
0.329829331107245,male,29
0.41412215574134087,male,30
0.49613005005262095,male,31
0.5790949952595769,male,32
0.660977298937102,male,33
0.7428551765040986,male,34
0.8112599155004063,male,35
0.8789429068356596,male,36
0.9510486217574411,male,37
1.0064332539495031,male,38
1.0618202286948546,male,39
1.0768340896636885,male,40
1.0910724407191887,male,41
1.0935640072653132,male,42
1.059681340808028,male,43
1.025804056642705,male,44
0.9696106114905653,male,45
0.9148483622506536,male,46
0.8567002196276688,male,47
0.77505091134701,male,48
0.6934042254743165,male,49
0.606434913195641,male,50
0.5210617873602547,male,51
0.44051008959518656,male,52
0.3832438409899672,male,53
0.3259784213656283,male,54
0.267335819223535,male,55
0.20914276271067497,male,56
0.15390949475454105,male,57
0.1321082733482117,male,58
0.11030689360745993,male,59
0.08807637157958206,male,60
0.0659825163428022,male,61
0.04494553582903796,male,62
0.03886533981982046,male,63
0.032785093965594286,male,64
0.02653295724050157,male,65
0.020321645978801553,male,66
0.014394581913325958,male,67
0.01263737426330106,male,68
0.010880166613276161,male,69
0.009103187790047903,male,70
0.007339478357225714,male,71
0.005483522670892087,male,72
0.004768848980733391,male,73
0.0040541752905746955,male,74
0.003339501600416,male,75
0.002624827910257304,male,76
0.0019053216237310752,male,77
0.0016704535632046285,male,78
0.0014355855026781815,male,79
0.0012007174421517347,male,80
9.658493816252878e-4,male,81
7.309813210988409e-4,male,82
7.309813210988409e-4,male,83
7.309813210988409e-4,male,84
7.309813210988409e-4,male,85
7.309813210988409e-4,male,86
7.309813210988409e-4,male,87
7.309813210988409e-4,male,88
7.309813210988409e-4,male,89
7.309813210988409e-4,male,90
7.309813210988409e-4,male,91
7.309813210988409e-4,male,92
7.309813210988409e-4,male,93
7.309813210988409e-4,male,94
7.309813210988409e-4,male,95
7.309813210988409e-4,male,96
7.309813210988409e-4,male,97
7.309813210988409e-4,male,98
7.309813210988409e-4,male,99
7.309813210988409e-4,male,100
